,ALT_GEO_CODE,CENSUS_YEAR,DATA_QUALITY_FLAG,GEO_CODE,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,Member ID: Profile of Census Tracts (2247),Profile_of_Census_Tracts,Total-Sex,area,average,format_CODE,percentage,higer/lower,absolute
374,535029800,2016,0,,5350298,2,298,1.7,3.9,742,Median total income of households in 2015 ($),99328,Toronto,78373,5350298.00,26.74%,higher,26.74%
803,535051304,2016,0,,5350513.04,2,513.04,2.9,5.5,742,Median total income of households in 2015 ($),99328,Toronto,78373,5350513.04,26.74%,higher,26.74%
18,529001400,2016,0,5290014,,,14,2.4,1.2,742,Median total income of households in 2015 ($),99379,Peterborough,64777,5290014.00,53.42%,higher,53.42%
1073,535062001,2016,0,,5350620.01,2,620.01,2,2,742,Median total income of households in 2015 ($),99405,Toronto,78373,5350620.01,26.84%,higher,26.84%
332,535027101,2016,0,,5350271.01,2,271.01,2.8,3.5,742,Median total income of households in 2015 ($),99413,Toronto,78373,5350271.01,26.85%,higher,26.85%
36,532010001,2016,0,5320100.01,,2,100.01,6.4,3.9,742,Median total income of households in 2015 ($),99465,Oshawa,85697,5320100.01,16.07%,higher,16.07%
826,535051626,2016,0,,5350516.26,2,516.26,1.9,2.9,742,Median total income of households in 2015 ($),99514,Toronto,78373,5350516.26,26.97%,higher,26.97%
704,535042205,2016,0,,5350422.05,2,422.05,1.3,0,742,Median total income of households in 2015 ($),99547,Toronto,78373,5350422.05,27.02%,higher,27.02%
156,535012805,2016,1000,,5350128.05,2,128.05,14.8,1.9,742,Median total income of households in 2015 ($),99584,Toronto,78373,5350128.05,27.06%,higher,27.06%
996,535057654,2016,0,,5350576.54,2,576.54,2,2.1,742,Median total income of households in 2015 ($),99584,Toronto,78373,5350576.54,27.06%,higher,27.06%
146,537020300,2016,0,5370203,,,203,2.5,2.8,742,Median total income of households in 2015 ($),99584,Hamilton,75464,5370203.00,31.96%,higher,31.96%
190,537030301,2016,0,5370303.01,,,303.01,1.8,3.4,742,Median total income of households in 2015 ($),99584,Hamilton,75464,5370303.01,31.96%,higher,31.96%
844,535051700,2016,0,,5350517,2,517,1.8,2.6,742,Median total income of households in 2015 ($),99669,Toronto,78373,5350517.00,27.17%,higher,27.17%
673,535041213,2016,0,,5350412.13,2,412.13,2.3,1.7,742,Median total income of households in 2015 ($),99686,Toronto,78373,5350412.13,27.19%,higher,27.19%
929,535056206,2016,0,,5350562.06,2,562.06,2.1,4.1,742,Median total income of households in 2015 ($),99712,Toronto,78373,5350562.06,27.23%,higher,27.23%
1119,535080412,2016,0,,5350804.12,2,804.12,2.5,4.8,742,Median total income of households in 2015 ($),99712,Toronto,78373,5350804.12,27.23%,higher,27.23%
958,535057310,2016,0,,5350573.1,2,573.1,1.9,3.2,742,Median total income of households in 2015 ($),99776,Toronto,78373,5350573.10,27.31%,higher,27.31%
985,535057641,2016,0,,5350576.41,2,576.41,1.8,4,742,Median total income of households in 2015 ($),99812,Toronto,78373,5350576.41,27.36%,higher,27.36%
499,535036203,2016,0,,5350362.03,2,362.03,2.6,3.8,742,Median total income of households in 2015 ($),99840,Toronto,78373,5350362.03,27.39%,higher,27.39%
46,541002400,2016,0,5410024,,2,24,2.4,1.7,742,Median total income of households in 2015 ($),99840,Kitchener - Cambridge - Waterloo,77229,5410024.00,29.28%,higher,29.28%
169,537022100,2016,0,5370221,,,221,2.2,2.3,742,Median total income of households in 2015 ($),99904,Hamilton,75464,5370221.00,32.39%,higher,32.39%
733,535044205,2016,0,,5350442.05,2,442.05,2.8,3.3,742,Median total income of households in 2015 ($),99930,Toronto,78373,5350442.05,27.51%,higher,27.51%
1114,535080406,2016,0,,5350804.06,2,804.06,1.4,2.3,742,Median total income of households in 2015 ($),99950,Toronto,78373,5350804.06,27.53%,higher,27.53%
184,537022316,2016,0,5370223.16,,,223.16,1.9,2.5,742,Median total income of households in 2015 ($),99968,Hamilton,75464,5370223.16,32.47%,higher,32.47%
290,535024100,2016,0,,5350241,2,241,9.4,2.8,742,Median total income of households in 2015 ($),99994,Toronto,78373,5350241.00,27.59%,higher,27.59%
44,532010201,2016,0,5320102.01,,2,102.01,3.6,3,742,Median total income of households in 2015 ($),100011,Oshawa,85697,5320102.01,16.70%,higher,16.70%
144,535011800,2016,0,,5350118,2,118,4.4,4.1,742,Median total income of households in 2015 ($),100059,Toronto,78373,5350118.00,27.67%,higher,27.67%
1040,535060700,2016,0,,5350607,2,607,2.3,3.2,742,Median total income of households in 2015 ($),100096,Toronto,78373,5350607.00,27.72%,higher,27.72%
966,535057507,2016,0,,5350575.07,2,575.07,1.7,0,742,Median total income of households in 2015 ($),100133,Toronto,78373,5350575.07,27.76%,higher,27.76%
997,535057655,2016,0,,5350576.55,2,576.55,3,4.6,742,Median total income of households in 2015 ($),100139,Toronto,78373,5350576.55,27.77%,higher,27.77%
277,535023400,2016,0,,5350234,2,234,2.6,2.2,742,Median total income of households in 2015 ($),100147,Toronto,78373,5350234.00,27.78%,higher,27.78%
1011,535057669,2016,0,,5350576.69,2,576.69,1.5,4,742,Median total income of households in 2015 ($),100288,Toronto,78373,5350576.69,27.96%,higher,27.96%
770,535048002,2016,0,,5350480.02,2,480.02,3.4,3.3,742,Median total income of households in 2015 ($),100608,Toronto,78373,5350480.02,28.37%,higher,28.37%
778,535048404,2016,1,,5350484.04,2,484.04,2.4,8.1,742,Median total income of households in 2015 ($),100608,Toronto,78373,5350484.04,28.37%,higher,28.37%
84,541012302,2016,0,5410123.02,,2,123.02,2.1,4.3,742,Median total income of households in 2015 ($),100608,Kitchener - Cambridge - Waterloo,77229,5410123.02,30.27%,higher,30.27%
1098,535063600,2016,0,,5350636,2,636,2.1,0.8,742,Median total income of households in 2015 ($),100718,Toronto,78373,5350636.00,28.51%,higher,28.51%
1021,535058510,2016,0,,5350585.1,2,585.1,2.1,1.5,742,Median total income of households in 2015 ($),100754,Toronto,78373,5350585.10,28.56%,higher,28.56%
525,535037502,2016,0,,5350375.02,2,375.02,1.4,3,742,Median total income of households in 2015 ($),100864,Toronto,78373,5350375.02,28.70%,higher,28.70%
839,535051644,2016,0,,5350516.44,2,516.44,3.6,2.4,742,Median total income of households in 2015 ($),100928,Toronto,78373,5350516.44,28.78%,higher,28.78%
134,537014002,2016,0,5370140.02,,,140.02,4.2,3.4,742,Median total income of households in 2015 ($),100992,Hamilton,75464,5370140.02,33.83%,higher,33.83%
883,535052815,2016,0,,5350528.15,2,528.15,2.3,4.6,742,Median total income of households in 2015 ($),101035,Toronto,78373,5350528.15,28.92%,higher,28.92%
1123,535080509,2016,1,,5350805.09,2,805.09,2.1,5.8,742,Median total income of households in 2015 ($),101120,Toronto,78373,5350805.09,29.02%,higher,29.02%
30,539001900,2016,1,5390019,,2,19,3.1,8.5,742,Median total income of households in 2015 ($),101120,St. Catharines - Niagara,63001,5390019.00,60.51%,higher,60.51%
33,568010201,2016,1,5680102.01,,2,102.01,3,5.4,742,Median total income of households in 2015 ($),101205,Barrie,80788,5680102.01,25.27%,higher,25.27%
151,537020701,2016,0,5370207.01,,,207.01,1.9,0,742,Median total income of households in 2015 ($),101230,Hamilton,75464,5370207.01,34.14%,higher,34.14%
454,535033400,2016,0,,5350334,2,334,3.1,1.8,742,Median total income of households in 2015 ($),101274,Toronto,78373,5350334.00,29.22%,higher,29.22%
5,568000106,2016,1,5680001.06,,2,1.06,3.4,7.3,742,Median total income of households in 2015 ($),101504,Barrie,80788,5680001.06,25.64%,higher,25.64%
593,535040107,2016,0,,5350401.07,2,401.07,3.8,4.3,742,Median total income of households in 2015 ($),101530,Toronto,78373,5350401.07,29.55%,higher,29.55%
35,532001604,2016,1,5320016.04,,2,16.04,3.7,5.1,742,Median total income of households in 2015 ($),101581,Oshawa,85697,5320016.04,18.54%,higher,18.54%
51,532010505,2016,0,5320105.05,,2,105.05,2.5,2.5,742,Median total income of households in 2015 ($),101632,Oshawa,85697,5320105.05,18.59%,higher,18.59%
630,535040315,2016,0,,5350403.15,2,403.15,2.2,4,742,Median total income of households in 2015 ($),101675,Toronto,78373,5350403.15,29.73%,higher,29.73%
68,532020209,2016,0,5320202.09,,2,202.09,2.4,4.4,742,Median total income of households in 2015 ($),101675,Oshawa,85697,5320202.09,18.64%,higher,18.64%
101,541013103,2016,0,5410131.03,,2,131.03,1.7,4.1,742,Median total income of households in 2015 ($),101717,Kitchener - Cambridge - Waterloo,77229,5410131.03,31.71%,higher,31.71%
97,535007900,2016,0,,5350079,2,79,3,2.9,742,Median total income of households in 2015 ($),101803,Toronto,78373,5350079.00,29.90%,higher,29.90%
1130,535080518,2016,0,,5350805.18,2,805.18,2.2,2.1,742,Median total income of households in 2015 ($),101803,Toronto,78373,5350805.18,29.90%,higher,29.90%
751,535045500,2016,0,,5350455,2,455,4.2,0,742,Median total income of households in 2015 ($),101831,Toronto,78373,5350455.00,29.93%,higher,29.93%
753,535045602,2016,0,,5350456.02,2,456.02,2.8,3.7,742,Median total income of households in 2015 ($),101888,Toronto,78373,5350456.02,30.00%,higher,30.00%
1027,535059101,2016,0,,5350591.01,2,591.01,2.9,1.4,742,Median total income of households in 2015 ($),101916,Toronto,78373,5350591.01,30.04%,higher,30.04%
177,535015200,2016,0,,5350152,2,152,2.5,6.3,742,Median total income of households in 2015 ($),101939,Toronto,78373,5350152.00,30.07%,higher,30.07%
698,535042105,2016,0,,5350421.05,2,421.05,2.3,4.2,742,Median total income of households in 2015 ($),101961,Toronto,78373,5350421.05,30.10%,higher,30.10%
140,537014300,2016,0,5370143,,,143,3.5,5.4,742,Median total income of households in 2015 ($),102016,Hamilton,75464,5370143.00,35.18%,higher,35.18%
120,537012002,2016,0,5370120.02,,,120.02,3.4,5.4,742,Median total income of households in 2015 ($),102059,Hamilton,75464,5370120.02,35.24%,higher,35.24%
1089,535063000,2016,1,,5350630,2,630,4.3,7.4,742,Median total income of households in 2015 ($),102144,Toronto,78373,5350630.00,30.33%,higher,30.33%
94,537007201,2016,919,5370072.01,,,72.01,4.1,10.1,742,Median total income of households in 2015 ($),102144,Hamilton,75464,5370072.01,35.35%,higher,35.35%
715,535042413,2016,0,,5350424.13,2,424.13,5.1,4.7,742,Median total income of households in 2015 ($),102195,Toronto,78373,5350424.13,30.40%,higher,30.40%
771,535048101,2016,0,,5350481.01,2,481.01,1.8,3.1,742,Median total income of households in 2015 ($),102284,Toronto,78373,5350481.01,30.51%,higher,30.51%
885,535052818,2016,0,,5350528.18,2,528.18,1.9,0,742,Median total income of households in 2015 ($),102327,Toronto,78373,5350528.18,30.56%,higher,30.56%
795,535050902,2016,0,,5350509.02,2,509.02,2.2,5,742,Median total income of households in 2015 ($),102400,Toronto,78373,5350509.02,30.66%,higher,30.66%
76,532020218,2016,0,5320202.18,,2,202.18,1.9,0.9,742,Median total income of households in 2015 ($),102485,Oshawa,85697,5320202.18,19.59%,higher,19.59%
80,532020304,2016,0,5320203.04,,2,203.04,1.8,2.7,742,Median total income of households in 2015 ($),102502,Oshawa,85697,5320203.04,19.61%,higher,19.61%
806,535051501,2016,0,,5350515.01,2,515.01,2.7,4.1,742,Median total income of households in 2015 ($),102540,Toronto,78373,5350515.01,30.84%,higher,30.84%
719,535043003,2016,0,,5350430.03,2,430.03,3.6,4.8,742,Median total income of households in 2015 ($),102605,Toronto,78373,5350430.03,30.92%,higher,30.92%
667,535041204,2016,0,,5350412.04,2,412.04,2.3,2,742,Median total income of households in 2015 ($),102619,Toronto,78373,5350412.04,30.94%,higher,30.94%
128,535010205,2016,1,,5350102.05,2,102.05,3,7,742,Median total income of households in 2015 ($),102656,Toronto,78373,5350102.05,30.98%,higher,30.98%
138,537014201,2016,0,5370142.01,,,142.01,2.7,3.8,742,Median total income of households in 2015 ($),102656,Hamilton,75464,5370142.01,36.03%,higher,36.03%
1014,535057672,2016,0,,5350576.72,2,576.72,2.6,5.4,742,Median total income of households in 2015 ($),102827,Toronto,78373,5350576.72,31.20%,higher,31.20%
568,535037826,2016,0,,5350378.26,2,378.26,1.9,3.2,742,Median total income of households in 2015 ($),102912,Toronto,78373,5350378.26,31.31%,higher,31.31%
702,535042203,2016,0,,5350422.03,2,422.03,1.8,2.5,742,Median total income of households in 2015 ($),102955,Toronto,78373,5350422.03,31.37%,higher,31.37%
1101,535063900,2016,0,,5350639,2,639,1.7,4.6,742,Median total income of households in 2015 ($),102976,Toronto,78373,5350639.00,31.39%,higher,31.39%
1023,535058602,2016,0,,5350586.02,2,586.02,3.1,5.6,742,Median total income of households in 2015 ($),102997,Toronto,78373,5350586.02,31.42%,higher,31.42%
278,535023501,2016,0,,5350235.01,2,235.01,2.5,3.9,742,Median total income of households in 2015 ($),103040,Toronto,78373,5350235.01,31.47%,higher,31.47%
909,535052848,2016,0,,5350528.48,2,528.48,1.7,2.3,742,Median total income of households in 2015 ($),103070,Toronto,78373,5350528.48,31.51%,higher,31.51%
809,535051602,2016,0,,5350516.02,2,516.02,1.4,3.1,742,Median total income of households in 2015 ($),103095,Toronto,78373,5350516.02,31.54%,higher,31.54%
62,541010802,2016,0,5410108.02,,2,108.02,2.5,3.6,742,Median total income of households in 2015 ($),103104,Kitchener - Cambridge - Waterloo,77229,5410108.02,33.50%,higher,33.50%
43,532010106,2016,0,5320101.06,,2,101.06,2.9,2.7,742,Median total income of households in 2015 ($),103168,Oshawa,85697,5320101.06,20.39%,higher,20.39%
66,532020205,2016,0,5320202.05,,2,202.05,2.4,2.2,742,Median total income of households in 2015 ($),103232,Oshawa,85697,5320202.05,20.46%,higher,20.46%
703,535042204,2016,0,,5350422.04,2,422.04,1.3,2,742,Median total income of households in 2015 ($),103360,Toronto,78373,5350422.04,31.88%,higher,31.88%
116,537010001,2016,0,5370100.01,,,100.01,2.4,4.5,742,Median total income of households in 2015 ($),103367,Hamilton,75464,5370100.01,36.98%,higher,36.98%
106,541015100,2016,0,5410151,,2,151,3.4,3.2,742,Median total income of households in 2015 ($),103424,Kitchener - Cambridge - Waterloo,77229,5410151.00,33.92%,higher,33.92%
724,535043101,2016,0,,5350431.01,2,431.01,3.7,5.1,742,Median total income of households in 2015 ($),103450,Toronto,78373,5350431.01,32.00%,higher,32.00%
621,535040304,2016,0,,5350403.04,2,403.04,1.4,3.1,742,Median total income of households in 2015 ($),103509,Toronto,78373,5350403.04,32.07%,higher,32.07%
169,535013901,2016,0,,5350139.01,2,139.01,2.9,1.8,742,Median total income of households in 2015 ($),103526,Toronto,78373,5350139.01,32.09%,higher,32.09%
837,535051642,2016,0,,5350516.42,2,516.42,1.3,2.8,742,Median total income of households in 2015 ($),103538,Toronto,78373,5350516.42,32.11%,higher,32.11%
375,535029901,2016,0,,5350299.01,2,299.01,3.6,5.6,742,Median total income of households in 2015 ($),103552,Toronto,78373,5350299.01,32.13%,higher,32.13%
585,535040019,2016,0,,5350400.19,2,400.19,4,3,742,Median total income of households in 2015 ($),103607,Toronto,78373,5350400.19,32.20%,higher,32.20%
101,537008005,2016,0,5370080.05,,,80.05,2.6,1.7,742,Median total income of households in 2015 ($),103607,Hamilton,75464,5370080.05,37.29%,higher,37.29%
607,535040123,2016,0,,5350401.23,2,401.23,1.7,2,742,Median total income of households in 2015 ($),103629,Toronto,78373,5350401.23,32.23%,higher,32.23%
717,535042415,2016,0,,5350424.15,2,424.15,1.7,1.5,742,Median total income of households in 2015 ($),103629,Toronto,78373,5350424.15,32.23%,higher,32.23%
749,535045206,2016,0,,5350452.06,2,452.06,1.6,2.5,742,Median total income of households in 2015 ($),103637,Toronto,78373,5350452.06,32.24%,higher,32.24%
153,537020703,2016,0,5370207.03,,,207.03,1.7,3.7,742,Median total income of households in 2015 ($),103643,Hamilton,75464,5370207.03,37.34%,higher,37.34%
788,535050400,2016,0,,5350504,2,504,2.1,3.1,742,Median total income of households in 2015 ($),103834,Toronto,78373,5350504.00,32.49%,higher,32.49%
160,535013100,2016,0,,5350131,2,131,3,2.4,742,Median total income of households in 2015 ($),103936,Toronto,78373,5350131.00,32.62%,higher,32.62%
21,541000804,2016,0,5410008.04,,2,8.04,1.9,2.6,742,Median total income of households in 2015 ($),103936,Kitchener - Cambridge - Waterloo,77229,5410008.04,34.58%,higher,34.58%
177,537022307,2016,0,5370223.07,,,223.07,1.9,2.6,742,Median total income of households in 2015 ($),103973,Hamilton,75464,5370223.07,37.78%,higher,37.78%
112,537008501,2016,0,5370085.01,,,85.01,2.7,2.3,742,Median total income of households in 2015 ($),104050,Hamilton,75464,5370085.01,37.88%,higher,37.88%
732,535044204,2016,0,,5350442.04,2,442.04,2.5,2.6,742,Median total income of households in 2015 ($),104090,Toronto,78373,5350442.04,32.81%,higher,32.81%
28,543020100,2016,0,5430201,,2,201,2.8,4.3,742,Median total income of households in 2015 ($),104115,Brantford,68756,5430201.00,51.43%,higher,51.43%
714,535042411,2016,0,,5350424.11,2,424.11,2.2,3,742,Median total income of households in 2015 ($),104119,Toronto,78373,5350424.11,32.85%,higher,32.85%
1140,535081005,2016,0,,5350810.05,2,810.05,2.4,3.2,742,Median total income of households in 2015 ($),104141,Toronto,78373,5350810.05,32.88%,higher,32.88%
74,532020216,2016,0,5320202.16,,2,202.16,2.3,1.2,742,Median total income of households in 2015 ($),104229,Oshawa,85697,5320202.16,21.63%,higher,21.63%
22,543010000,2016,0,5430100,,2,100,2.3,3.5,742,Median total income of households in 2015 ($),104363,Brantford,68756,5430100.00,51.79%,higher,51.79%
988,535057644,2016,0,,5350576.44,2,576.44,2.1,6.3,742,Median total income of households in 2015 ($),104448,Toronto,78373,5350576.44,33.27%,higher,33.27%
998,535057656,2016,0,,5350576.56,2,576.56,1.7,5.4,742,Median total income of households in 2015 ($),104448,Toronto,78373,5350576.56,33.27%,higher,33.27%
55,532010509,2016,0,5320105.09,,2,105.09,2.4,4.1,742,Median total income of households in 2015 ($),104448,Oshawa,85697,5320105.09,21.88%,higher,21.88%
1083,535062100,2016,0,,5350621,2,621,3.7,3.3,742,Median total income of households in 2015 ($),104576,Toronto,78373,5350621.00,33.43%,higher,33.43%
611,535040204,2016,0,,5350402.04,2,402.04,2.2,4.1,742,Median total income of households in 2015 ($),104619,Toronto,78373,5350402.04,33.49%,higher,33.49%
754,535045603,2016,0,,5350456.03,2,456.03,3.5,4.9,742,Median total income of households in 2015 ($),104640,Toronto,78373,5350456.03,33.52%,higher,33.52%
12,537000205,2016,0,5370002.05,,,2.05,3.4,3.3,742,Median total income of households in 2015 ($),104755,Hamilton,75464,5370002.05,38.81%,higher,38.81%
1077,535062008,2016,0,,5350620.08,2,620.08,2,1.2,742,Median total income of households in 2015 ($),104797,Toronto,78373,5350620.08,33.72%,higher,33.72%
78,532020302,2016,0,5320203.02,,2,203.02,2.1,1.8,742,Median total income of households in 2015 ($),104806,Oshawa,85697,5320203.02,22.30%,higher,22.30%
12,529000903,2016,0,5290009.03,,,9.03,4.1,1.9,742,Median total income of households in 2015 ($),104883,Peterborough,64777,5290009.03,61.91%,higher,61.91%
7,550000109,2016,0,5500001.09,,2,1.09,2.5,5.2,742,Median total income of households in 2015 ($),104917,Guelph,81223,5500001.09,29.17%,higher,29.17%
27,543020000,2016,0,5430200,,2,200,2,3.1,742,Median total income of households in 2015 ($),105024,Brantford,68756,5430200.00,52.75%,higher,52.75%
35,541001406,2016,0,5410014.06,,2,14.06,1.9,4,742,Median total income of households in 2015 ($),105056,Kitchener - Cambridge - Waterloo,77229,5410014.06,36.03%,higher,36.03%
119,537010102,2016,0,5370101.02,,,101.02,2.5,1.5,742,Median total income of households in 2015 ($),105062,Hamilton,75464,5370101.02,39.22%,higher,39.22%
1015,535058502,2016,1,,5350585.02,2,585.02,2.4,5.3,742,Median total income of households in 2015 ($),105088,Toronto,78373,5350585.02,34.09%,higher,34.09%
1080,535062011,2016,0,,5350620.11,2,620.11,1.8,1.1,742,Median total income of households in 2015 ($),105149,Toronto,78373,5350620.11,34.16%,higher,34.16%
688,535042006,2016,0,,5350420.06,2,420.06,1.2,3,742,Median total income of households in 2015 ($),105184,Toronto,78373,5350420.06,34.21%,higher,34.21%
1149,535083101,2016,0,,5350831.01,2,831.01,2.8,3.2,742,Median total income of households in 2015 ($),105309,Toronto,78373,5350831.01,34.37%,higher,34.37%
498,535036202,2016,0,,5350362.02,2,362.02,2.6,2.6,742,Median total income of households in 2015 ($),105370,Toronto,78373,5350362.02,34.45%,higher,34.45%
1144,535082004,2016,0,,5350820.04,2,820.04,2,3.1,742,Median total income of households in 2015 ($),105387,Toronto,78373,5350820.04,34.47%,higher,34.47%
86,535006900,2016,0,,5350069,2,69,2.6,3.6,742,Median total income of households in 2015 ($),105472,Toronto,78373,5350069.00,34.58%,higher,34.58%
276,535023300,2016,0,,5350233,2,233,1.8,2,742,Median total income of households in 2015 ($),105600,Toronto,78373,5350233.00,34.74%,higher,34.74%
773,535048200,2016,0,,5350482,2,482,2.8,5,742,Median total income of households in 2015 ($),105700,Toronto,78373,5350482.00,34.87%,higher,34.87%
620,535040301,2016,0,,5350403.01,2,403.01,2,2.1,742,Median total income of households in 2015 ($),105728,Toronto,78373,5350403.01,34.90%,higher,34.90%
66,541010902,2016,0,5410109.02,,2,109.02,1.8,4.6,742,Median total income of households in 2015 ($),105728,Kitchener - Cambridge - Waterloo,77229,5410109.02,36.90%,higher,36.90%
67,541010905,2016,0,5410109.05,,2,109.05,2.8,5.2,742,Median total income of households in 2015 ($),105792,Kitchener - Cambridge - Waterloo,77229,5410109.05,36.98%,higher,36.98%
1125,535080512,2016,0,,5350805.12,2,805.12,2.9,0.9,742,Median total income of households in 2015 ($),106027,Toronto,78373,5350805.12,35.29%,higher,35.29%
16,532000806,2016,0,5320008.06,,2,8.06,2.4,2.4,742,Median total income of households in 2015 ($),106240,Oshawa,85697,5320008.06,23.97%,higher,23.97%
172,537022203,2016,0,5370222.03,,,222.03,2.7,3,742,Median total income of households in 2015 ($),106277,Hamilton,75464,5370222.03,40.83%,higher,40.83%
648,535041109,2016,0,,5350411.09,2,411.09,1.4,3.4,742,Median total income of households in 2015 ($),106368,Toronto,78373,5350411.09,35.72%,higher,35.72%
819,535051618,2016,0,,5350516.18,2,516.18,2.1,4.8,742,Median total income of households in 2015 ($),106368,Toronto,78373,5350516.18,35.72%,higher,35.72%
274,535023100,2016,0,,5350231,2,231,2.5,2,742,Median total income of households in 2015 ($),106394,Toronto,78373,5350231.00,35.75%,higher,35.75%
17,532000807,2016,0,5320008.07,,2,8.07,2.3,3.9,742,Median total income of households in 2015 ($),106448,Oshawa,85697,5320008.07,24.21%,higher,24.21%
633,535041003,2016,0,,5350410.03,2,410.03,2.3,3.9,742,Median total income of households in 2015 ($),106528,Toronto,78373,5350410.03,35.92%,higher,35.92%
721,535043006,2016,0,,5350430.06,2,430.06,1.7,2.8,742,Median total income of households in 2015 ($),106535,Toronto,78373,5350430.06,35.93%,higher,35.93%
586,535040020,2016,0,,5350400.2,2,400.2,1.5,4.7,742,Median total income of households in 2015 ($),106752,Toronto,78373,5350400.20,36.21%,higher,36.21%
708,535042404,2016,0,,5350424.04,2,424.04,1.6,5.5,742,Median total income of households in 2015 ($),106752,Toronto,78373,5350424.04,36.21%,higher,36.21%
1006,535057664,2016,0,,5350576.64,2,576.64,2,4.7,742,Median total income of households in 2015 ($),106752,Toronto,78373,5350576.64,36.21%,higher,36.21%
758,535046102,2016,0,,5350461.02,2,461.02,2.5,4.3,742,Median total income of households in 2015 ($),106825,Toronto,78373,5350461.02,36.30%,higher,36.30%
129,535010300,2016,0,,5350103,2,103,4.7,4.3,742,Median total income of households in 2015 ($),106848,Toronto,78373,5350103.00,36.33%,higher,36.33%
91,541012607,2016,0,5410126.07,,2,126.07,2,3.3,742,Median total income of households in 2015 ($),106880,Kitchener - Cambridge - Waterloo,77229,5410126.07,38.39%,higher,38.39%
191,537030302,2016,0,5370303.02,,,303.02,3.7,3.3,742,Median total income of households in 2015 ($),106901,Hamilton,75464,5370303.02,41.66%,higher,41.66%
1,568000101,2016,0,5680001.01,,2,1.01,3.9,4,742,Median total income of households in 2015 ($),106961,Barrie,80788,5680001.01,32.40%,higher,32.40%
285,535023801,2016,0,,5350238.01,2,238.01,1.6,1.5,742,Median total income of households in 2015 ($),107072,Toronto,78373,5350238.01,36.62%,higher,36.62%
1081,535062012,2016,0,,5350620.12,2,620.12,2.3,6.1,742,Median total income of households in 2015 ($),107136,Toronto,78373,5350620.12,36.70%,higher,36.70%
6,568000107,2016,0,5680001.07,,2,1.07,2.1,1.9,742,Median total income of households in 2015 ($),107264,Barrie,80788,5680001.07,32.77%,higher,32.77%
1126,535080514,2016,0,,5350805.14,2,805.14,1.7,4.2,742,Median total income of households in 2015 ($),107424,Toronto,78373,5350805.14,37.07%,higher,37.07%
137,537014100,2016,0,5370141,,,141,2.4,5.2,742,Median total income of households in 2015 ($),107520,Hamilton,75464,5370141.00,42.48%,higher,42.48%
26,541000904,2016,0,5410009.04,,2,9.04,1.9,6.1,742,Median total income of households in 2015 ($),107520,Kitchener - Cambridge - Waterloo,77229,5410009.04,39.22%,higher,39.22%
1071,535061402,2016,0,,5350614.02,2,614.02,1.9,0.2,742,Median total income of households in 2015 ($),107593,Toronto,78373,5350614.02,37.28%,higher,37.28%
796,535051000,2016,0,,5350510,2,510,2.4,3.5,742,Median total income of households in 2015 ($),107605,Toronto,78373,5350510.00,37.30%,higher,37.30%
63,541010803,2016,100,5410108.03,,2,108.03,6.9,2,742,Median total income of households in 2015 ($),107622,Kitchener - Cambridge - Waterloo,77229,5410108.03,39.35%,higher,39.35%
737,535045005,2016,0,,5350450.05,2,450.05,1.8,2.2,742,Median total income of households in 2015 ($),107725,Toronto,78373,5350450.05,37.45%,higher,37.45%
1134,535080600,2016,0,,5350806,2,806,2.5,3.3,742,Median total income of households in 2015 ($),107776,Toronto,78373,5350806.00,37.52%,higher,37.52%
897,535052835,2016,0,,5350528.35,2,528.35,2.8,3.1,742,Median total income of households in 2015 ($),107930,Toronto,78373,5350528.35,37.71%,higher,37.71%
743,535045106,2016,0,,5350451.06,2,451.06,2.1,2,742,Median total income of households in 2015 ($),108075,Toronto,78373,5350451.06,37.90%,higher,37.90%
60,539022001,2016,0,5390220.01,,2,220.01,2.6,2.2,742,Median total income of households in 2015 ($),108117,St. Catharines - Niagara,63001,5390220.01,71.61%,higher,71.61%
936,535056214,2016,0,,5350562.14,2,562.14,2.4,2.2,742,Median total income of households in 2015 ($),108160,Toronto,78373,5350562.14,38.01%,higher,38.01%
972,535057609,2016,0,,5350576.09,2,576.09,2.1,3.5,742,Median total income of households in 2015 ($),108160,Toronto,78373,5350576.09,38.01%,higher,38.01%
1,535000100,2016,0,,5350001,2,1,2.7,0.8,742,Median total income of households in 2015 ($),108186,Toronto,78373,5350001.00,38.04%,higher,38.04%
1,550000102,2016,0,5500001.02,,2,1.02,2.4,3.9,742,Median total income of households in 2015 ($),108288,Guelph,81223,5500001.02,33.32%,higher,33.32%
337,535027302,2016,0,,5350273.02,2,273.02,2.2,1.5,742,Median total income of households in 2015 ($),108416,Toronto,78373,5350273.02,38.33%,higher,38.33%
70,532020212,2016,0,5320202.12,,2,202.12,1.8,2.2,742,Median total income of households in 2015 ($),108416,Oshawa,85697,5320202.12,26.51%,higher,26.51%
982,535057633,2016,0,,5350576.33,2,576.33,2.5,5.7,742,Median total income of households in 2015 ($),108459,Toronto,78373,5350576.33,38.39%,higher,38.39%
1005,535057663,2016,0,,5350576.63,2,576.63,1.6,4.9,742,Median total income of households in 2015 ($),108467,Toronto,78373,5350576.63,38.40%,higher,38.40%
152,537020702,2016,0,5370207.02,,,207.02,1.5,3,742,Median total income of households in 2015 ($),108474,Hamilton,75464,5370207.02,43.74%,higher,43.74%
